title,vector
Bloody Sunday,"[0.13141744, -0.3224103, -0.29548204, 0.09601396, 0.35092908, -0.07853004, 0.21781714, 0.19257465, -0.0924845, -0.01240239, 0.04765769, 0.25606623, -0.34334627, -0.08338404, -0.05649776, -0.13218346, -0.3765056, 0.50410986, -0.06805199, 0.15523024, -0.27641237, 0.14897959, -0.07776532, -0.13479182, 0.31077403, 0.07150852, 0.7716526, -0.13129324, 0.34702256, 0.20717388, 0.23727535, -0.44206652, 0.20103067, -0.11608731, -0.40235135, 0.00597344, 0.26351824, 0.4042079, 0.04796493, -0.09659791, -0.13464715, 0.32506585, -0.12787402, -0.04507163, 0.21524164, 0.38397902, -0.2309576, 0.04161958, -0.16027679, -0.11409356, -0.47457322, 0.16295424, 0.33052585, -0.249197, -0.33665088, 0.30826417, 0.06964689, -0.12279025, 0.03386756, -0.08707858, -0.2770617, -0.8040971, 0.13725795, -0.35547766, 0.24741542, -0.21484172, 0.2047306, -0.07956223, -0.16567563, 0.19819745, 0.19502325, 0.34230986, -0.00948834, -0.10342744, -0.29078695, -0.22319052, -0.43372908, -0.26577222, -0.23942366, -0.42812303, -0.0475444, 0.05569939, -0.10864075, 0.06298185, -0.05821293, 0.05811613, 0.1928356, 0.22509788, -0.69506574, 0.1677442, -0.22486778, 0.0369055, 0.49776077, 0.40223894, -0.3470928, 0.1780493]"
A Price Above Rubies,"[0.362484574, 0.227922603, -0.25815019, 0.0893561691, 0.128969058, -0.132290229, 0.406540722, -0.0497329459, 0.15129967, -0.000645901775, -0.115507722, -0.116800502, -0.183629274, 0.258576721, -0.124868855, -0.270653993, -0.139894456, 0.262519091, 0.016360037, 0.196137086, -0.0316645652, 0.357402623, 0.413276494, -0.463300616, 0.115974203, -0.139981449, 0.337941557, -0.202873364, 0.260775596, 0.115208149, -0.0928216279, -0.192991167, 0.343851715, -0.385517776, -0.0134611856, -0.471391559, 0.102433942, 0.100783058, -0.067945607, -0.148594379, -0.070885025, 0.0786977634, -0.0845005065, 0.238191649, 0.124013372, 0.150813147, 0.0206122808, 0.208565563, -0.144945845, -0.227274433, -0.120902233, -0.0390160717, -0.154001653, 0.0884225145, -0.323292136, 0.161770523, -0.32656309, 0.25785321, 0.0170026943, -0.121581249, 0.0933396593, -0.479018182, -0.050186418, -0.395971686, 0.130748332, -0.173761785, 0.305420876, -0.287522495, 0.348536819, 0.0383457132, -0.154262125, 0.0116033433, 0.0651532114, -0.000349301088, -0.353834957, -0.210489601, -0.158836648, 0.109166019, 0.175346658, -0.057839036, -0.120885745, 0.0802307799, -0.22030817, -0.377499253, 0.323656261, 0.180587247, 0.155933931, 0.29511863, -0.316352516, 0.413561702, -0.239303112, -0.00371082127, 0.329957157, 0.390589267, -0.268685669, 0.0250876583]"
Loose Cannons,"[-0.00978575, -0.13998999, -0.15351002, 0.0859961, 0.03041635, 0.12056769, 0.27708808, 0.01219991, 0.1773882, 0.07864802, -0.10185333, -0.09057844, -0.27583757, -0.00328307, -0.19710477, -0.21741177, 0.08216823, 0.39714873, -0.0547277, 0.09561065, -0.27015516, 0.2420076, -0.00683694, -0.17601982, 0.05614857, -0.08844084, 0.35040963, 0.13095269, 0.22089471, 0.13208136, 0.02253705, 0.03409044, 0.3991847, -0.2281367, 0.06001885, -0.10117851, 0.22457848, 0.21322522, -0.06706027, -0.08039378, -0.28420958, 0.24774453, -0.12922609, -0.05874179, -0.01268306, 0.06882825, -0.05188515, 0.28930753, 0.1010256, -0.19923438, -0.3696742, 0.12538259, -0.09243397, -0.05709803, -0.18083371, 0.06699903, -0.23278286, 0.20213957, 0.09381112, -0.11583408, 0.21756183, -0.536791, 0.02285654, -0.2377491, 0.04630468, 0.0262795, 0.2826549, -0.08026356, 0.06925655, 0.10564222, -0.03350591, 0.1915297, -0.02431178, 0.03468448, -0.34596917, -0.28001282, -0.35455474, -0.06154064, -0.09595562, -0.25813517, -0.20202346, 0.0835391, -0.16464226, -0.26374006, -0.13528322, 0.1911593, 0.14176425, 0.20019703, -0.09670436, 0.3461822, 0.03046899, 0.07881485, 0.5223766, 0.26412487, -0.2707533, -0.10803781]"
Mystery Date,"[-0.149487451, -0.255879909, -0.127746359, 0.143184364, 0.000147079423, 0.113635354, 0.287249923, 0.124939471, 0.0999708623, 0.295212418, -0.00433799252, -0.116714299, -0.301079184, -0.159404963, -0.186056003, -0.193866, 0.0398892835, 0.286659151, 0.036677178, -0.0757868513, -0.161597803, 0.21914266, -0.00724024465, -0.320862114, 0.21296224, -0.0423282608, 0.451572835, 0.153100401, -0.00875756145, 0.172336981, 0.0322011411, 0.0537005626, 0.33055672, -0.0516323708, -0.0095637301, -0.270845294, 0.129929096, 0.104125835, -0.10735859, 0.0253465772, -0.128403097, 0.202638194, -0.165430993, 0.199321717, -0.0594084151, 0.157817498, -0.00372545887, 0.28696692, 0.186364889, -0.128476396, -0.384051591, 0.0838581622, 0.00603522127, -0.144585222, -0.161813602, 0.00824283529, -0.113241859, 0.0673843399, 0.0244468842, -0.160709515, 0.127150729, -0.347732276, -0.0507235192, -0.0472036861, 0.144924849, -0.105050303, 0.192912132, -0.0664549395, 0.142617315, 0.149678111, 0.129749492, 0.187602222, 0.0686584637, -0.0642611235, -0.268829048, -0.221018493, -0.361891031, -0.224972859, -0.0904625133, -0.275976211, -0.120065309, 0.0825188309, -0.386208236, -0.237894088, 0.0519794077, 0.196195424, 0.216452971, 0.0894802958, -0.305073082, 0.323347002, -0.0468993448, -0.13320294, 0.517500699, 0.244978532, -0.187896475, 0.0384423919]"
Cheetah,"[0.05263373, -0.34245664, 0.06748006, 0.10165863, -0.07071374, 0.17836611, 0.2673595, -0.05018629, 0.07690315, 0.21768637, -0.04223794, -0.02690613, -0.20400019, -0.03626994, -0.18860802, -0.19894099, -0.03673875, 0.12262465, 0.02883437, -0.01682206, -0.14830789, 0.20318398, -0.18271682, -0.2409571, 0.27908486, -0.05056261, 0.5013395, 0.19431576, 0.00910468, 0.15451753, -0.1583646, -0.00255126, 0.367345, 0.05813332, 0.12047011, -0.2702875, 0.12171249, -0.04821879, 0.04517022, 0.15956049, -0.35823366, 0.2359082, -0.23048636, 0.06392665, 0.16232486, 0.06976181, 0.12407285, 0.14278357, 0.25665325, -0.13020708, -0.38727394, -0.00628092, -0.03925869, -0.15294814, -0.05787748, 0.11416627, -0.17250662, 0.11286134, 0.03510628, -0.2165275, 0.10753526, -0.31852514, -0.27398604, -0.21651295, 0.11967427, -0.02002017, 0.23175696, -0.15666583, 0.06289525, 0.3105233, 0.01922687, 0.05071813, -0.05931468, -0.04014639, -0.19156837, -0.2118934, -0.11445127, -0.24653164, -0.01449979, -0.2744285, -0.19529232, 0.05807102, -0.30161184, 0.02182153, 0.03275882, 0.12224592, -0.0069423, -0.00055061, -0.10052092, 0.18495813, 0.07654248, 0.01343862, 0.24760349, 0.32914382, -0.27661175, 0.08364896]"
Easy on the Eyes,"[-0.219949394, -0.111422032, -0.1248326, 0.246231899, 0.0561078638, -0.0301958248, 0.616882741, -0.0978807807, 0.151185676, 0.157212034, -0.106717542, -0.293057203, -0.014323161, -0.35549745, -0.332263827, -0.0368855596, -0.314568102, -0.127333686, -0.0685961843, 0.0511014946, -0.0553146675, 0.315817595, -0.393192232, -0.181659579, 0.411192566, -0.119564712, 0.567598939, 0.410350591, 0.0609481409, 0.451599061, 0.246874169, -0.167405695, 0.109822668, -0.265952945, 0.220703095, -0.0490347482, 0.132499859, -0.143759221, 0.0241736099, -0.131193772, -0.0939289927, 0.170115992, -0.264780313, 0.152552739, 0.248033747, -0.358617872, 0.265858293, -0.333244145, 0.120966464, -0.0423658527, -0.402808964, 0.388436556, -0.183717057, -0.467819244, -0.211824521, 0.0111416019, -0.232960865, 0.4135198, -0.199498966, -0.1630162, -0.0503953882, -0.322213233, -0.24612169, -0.346546054, 0.323871911, -0.0263468139, 0.348651946, 0.105391368, 0.270940781, 0.620276392, 0.303482383, 0.04884791, 0.000610204297, 0.144022003, -0.153689951, -0.098420009, -0.0400609821, -0.293904573, 0.186400741, -0.312359929, -0.195523381, 0.089325428, -0.0625453368, -0.0931925401, 0.0802964717, 0.322488785, -0.0533826835, -0.165413767, -0.389541864, 0.438326895, -0.0255743302, -0.0435378961, 0.53717792, 0.462723851, -0.253261447, -0.289480358]"
Friday the 13th Part VIII: Jason Takes Manhattan,"[0.19568437, -0.300365, -0.06650824, 0.14128327, 0.07577204, 0.2078628, 0.08619314, 0.2000892, 0.32521528, 0.02714688, -0.09601951, 0.08298318, -0.2969482, -0.08928736, -0.13198695, -0.20672809, -0.06563514, 0.33632398, -0.02651316, -0.04957026, -0.3320278, 0.10846549, -0.04805769, -0.13973024, 0.27571622, 0.00139198, 0.6206066, 0.12953041, 0.22829384, 0.26866314, -0.02842149, -0.28600428, 0.2952679, -0.06442068, -0.13149416, -0.14151047, 0.30126774, 0.15939017, -0.02511533, -0.29913396, -0.47365186, 0.22808985, -0.05123654, -0.01132655, 0.1168654, 0.03991198, -0.11427229, 0.20216483, -0.10841437, 0.03998546, -0.45086122, 0.45492288, 0.06132723, -0.06427108, -0.29593694, 0.15014179, -0.14655033, 0.15203522, 0.11920163, -0.16320182, -0.09885234, -0.6198452, -0.08482158, -0.27519667, 0.07990693, -0.075192, 0.27628258, -0.08723532, -0.04174899, 0.19129866, 0.21961555, 0.4071582, 0.06637809, -0.08240237, -0.12648788, -0.3588937, -0.46662563, -0.18874823, -0.02163489, -0.32302386, -0.20103791, 0.06345365, 0.00610601, -0.07469613, -0.08286048, -0.00327632, 0.20947549, 0.04217479, -0.33275962, 0.2692731, -0.05508247, 0.03936194, 0.65336335, 0.2823927, -0.18319346, 0.02287323]"
Ip Man 3,"[0.17313163, -0.37430984, -0.08004767, 0.18568096, -0.09385552, 0.03751122, 0.20158774, 0.17252912, -0.10381401, 0.3479655, -0.15878467, -0.01144247, -0.07074504, 0.11394275, -0.00803444, -0.17451899, -0.02946603, 0.09783836, 0.04649544, 0.00743394, -0.00327839, 0.04867233, -0.06658516, -0.5666208, 0.16811904, -0.33072013, 0.5254579, 0.30725324, 0.24460644, 0.21830359, -0.2541263, 0.01369983, 0.29395837, -0.27487996, -0.0767149, -0.18554923, 0.01702773, -0.04720861, -0.13959959, 0.24387115, -0.0044334, 0.1942114, -0.28853086, 0.22824971, 0.02071978, -0.10773877, 0.0456689, 0.22084305, 0.36587507, -0.11469145, -0.61336845, 0.08831267, 0.03409749, -0.48648512, -0.00095734, 0.19546399, -0.15097831, 0.2374011, -0.2006989, -0.26841715, -0.09521995, -0.23943758, -0.06523594, -0.21535267, 0.30582955, -0.23466735, 0.41019043, -0.05274125, 0.2181551, 0.16572557, 0.2804013, 0.26835787, -0.01797245, -0.08721209, -0.1604384, -0.30505994, -0.25373664, -0.4453293, -0.17076184, -0.2352358, -0.08342848, 0.27449045, -0.35764027, 0.03315771, -0.26709276, -0.00317097, 0.07494791, -0.10035887, -0.30569762, 0.14472887, -0.13309424, 0.12186729, 0.32197845, 0.3870289, 0.01204856, 0.15866797]"
"The Book of Mormon Movie, Volume 1: The Journey","[-0.0407647677, -0.0202731881, -0.262374997, -0.0510205366, 0.0162851624, 0.176056132, 0.591467619, 0.000484853779, 0.462078154, 0.215488195, 0.235097945, -0.047600925, -0.406964421, -0.0721571594, -0.127724543, -0.268914372, -0.284525603, 0.380191922, 0.157908008, -0.0038835858, -0.450837582, -0.00211773417, -0.11195185, -0.397341251, 0.196824998, -0.0510769002, 0.269424289, 0.20733586, 0.0346242301, 0.0961118937, -0.0549093373, -0.0336945429, 0.335330158, -0.0564091727, 0.0183975976, 0.21896489, 0.230358228, 0.195926398, -0.153025895, -0.0513979867, -0.101963624, 0.188574985, -0.356818289, 0.0337405652, -0.290817052, 0.190059811, -0.00321336347, 0.443951756, 0.309448957, -0.103084482, -0.136298165, -0.123468645, 0.144967675, -0.138219237, -0.198596165, -0.105592445, -0.305906296, -0.197877586, 0.0418022871, 0.0455475934, 0.0142037151, -0.525498867, -0.044899933, 0.13811776, 0.249576405, 0.0310043227, -0.0404198319, -0.142197132, -0.102869347, 0.179325104, 0.0693775862, 0.173916087, 0.0925443545, -0.135380358, -0.128680751, -0.286358863, -0.397420377, 0.051363308, -0.114449121, -0.281493872, -0.222038999, -0.0550825633, -0.547933161, -0.140335858, 0.150518641, 0.183684185, 0.0824472308, 0.342076063, -0.35881108, 0.58868736, -0.123546816, 0.0118814781, 0.710944235, 0.196943581, -0.0709281266, 0.251807153]"
The Mudge Boy,"[0.17147404, -0.02815206, -0.13109817, 0.24505535, 0.0367173, 0.1122006, 0.4031003, 0.22251591, 0.15419155, -0.09607898, 0.09082288, -0.3286637, -0.191844, 0.06543509, -0.40490466, -0.13094166, -0.11974347, 0.39412028, -0.20159881, -0.07755562, -0.20311968, 0.19231711, 0.0652329, -0.15543772, 0.22410901, -0.02845179, 0.24646336, 0.20236732, 0.16597222, -0.07045081, 0.10990476, 0.00280077, 0.33130765, -0.03430904, 0.1938819, -0.06099893, 0.23088223, 0.2819334, -0.14150219, -0.14853129, -0.36130556, 0.22693393, 0.2517444, -0.02006269, -0.08784089, -0.10842858, -0.08717544, 0.48003286, 0.385427, 0.00630116, -0.5529989, 0.5255557, -0.10011442, -0.40641147, -0.49005464, -0.00122901, -0.13545181, -0.10237482, 0.052639, 0.0405432, 0.29561234, -0.49272847, 0.08909645, 0.05437943, 0.07301895, -0.02882872, 0.09677719, -0.0559409, -0.06707132, -0.04140191, 0.02440643, 0.1770308, 0.09222413, -0.21334426, -0.24135794, -0.4283609, -0.48692474, -0.32939807, -0.1754355, -0.3305442, -0.24242915, 0.01474763, -0.30528548, -0.13672991, -0.07781244, 0.07292389, 0.23568198, 0.45451844, -0.27166077, 0.27964836, -0.07649984, 0.03293316, 0.6441421, 0.34929487, -0.11925176, 0.1226505]"
The Green Hornet,"[-0.11428306, -0.29185563, -0.11121744, 0.08979415, 0.18265927, 0.57961005, 0.19491585, 0.23071691, 0.05299251, 0.10510121, -0.11571851, 0.04807212, -0.2948768, -0.2308928, -0.18655805, -0.06107288, 0.04497734, 0.13802779, -0.04099921, -0.15007192, -0.22556148, 0.1202395, -0.0237179, -0.11828803, 0.05746144, 0.06198003, 0.46473044, 0.3190041, 0.29400507, 0.1632895, -0.11138807, -0.08861084, 0.270785, 0.0026215, -0.00659914, -0.33623943, 0.18552847, 0.13890027, -0.14006363, -0.2151443, -0.2537245, 0.12388321, -0.14832021, -0.06792274, 0.00522653, 0.02626142, 0.09535792, -0.01357514, 0.30604127, 0.03969934, -0.30194348, 0.075865, 0.1509917, 0.04521892, -0.27772665, -0.01049809, -0.1569493, -0.00962071, 0.18059677, -0.05598645, 0.16808736, -0.4170493, 0.00822006, -0.31527865, 0.10744872, -0.14745192, 0.10988045, -0.04556945, 0.00567264, 0.03704448, 0.01965762, 0.12508103, 0.2586643, -0.15491562, -0.08580579, -0.24325557, -0.4559263, -0.22055492, -0.06135128, -0.20364992, 0.01208354, 0.05107386, -0.09876909, -0.14114301, -0.26873258, -0.05777238, 0.06093357, 0.24783272, -0.17393324, 0.32607687, -0.08566479, 0.11894283, 0.6863092, 0.14150515, 0.03212983, 0.23746805]"
Under Suspicion,"[0.05960546, -0.13966002, 0.02899438, 0.01645429, 0.0114288, 0.11246461, 0.2902893, 0.08695719, -0.05953632, 0.04984771, -0.09810679, -0.05276309, -0.2898077, 0.07581461, -0.19363481, -0.26318032, -0.04663614, 0.22930828, -0.00560151, 0.0316663, -0.10138948, 0.13204494, 0.01149958, -0.18101397, 0.24004436, 0.08665333, 0.5058226, 0.15919437, 0.182043, 0.10874952, -0.06859679, -0.00742815, 0.332734, -0.27098322, 0.05695256, -0.16453257, 0.07394335, 0.18818298, -0.11570977, -0.04551074, -0.12779203, 0.17280369, -0.11662467, -0.06068806, 0.1869584, -0.15298715, 0.2498835, 0.21513604, 0.2846114, -0.13379294, -0.5652718, 0.28973776, -0.05593828, -0.23834355, -0.25961193, -0.00316012, -0.12253423, 0.2914913, 0.09785913, -0.26617795, 0.09285496, -0.40892684, -0.03618368, -0.07658821, 0.13904223, -0.06758964, 0.29247245, -0.1365661, 0.01622694, 0.24275336, 0.25901213, 0.10747694, 0.08150262, 0.01242795, -0.35774285, -0.27363363, -0.39961836, -0.26914603, -0.1742254, -0.3152641, -0.06609151, 0.15850838, -0.31171408, -0.28176004, -0.04794476, 0.203176, 0.31664622, -0.04120881, -0.08342481, 0.28716448, -0.18015672, 0.12250572, 0.43102664, 0.2634446, -0.2882266, 0.10651511]"
Dressed to Kill,"[0.21342947, 0.04128801, -0.09747567, -0.05566889, 0.20570841, 0.5042694, 0.1811577, 0.02986016, 0.3726262, -0.07963267, 0.28780428, -0.0760723, -0.18078561, -0.09873439, -0.1771174, -0.0797349, -0.13196631, 0.14932264, -0.19895957, -0.15407151, -0.16727296, 0.24763323, 0.03327194, -0.14977506, -0.00650948, 0.1496318, 0.38105208, -0.12916006, 0.27893478, 0.05081759, -0.02609722, -0.17955497, 0.3801518, -0.09210764, 0.22971332, -0.20611945, 0.02461343, -0.0242711, -0.10260207, -0.08770655, -0.38345, 0.2403537, 0.13763501, -0.20527901, 0.20694119, 0.08668583, -0.0358444, 0.02392561, 0.20123674, 0.0482292, -0.31500393, 0.42824528, 0.14253217, 0.07427615, -0.06880568, 0.07160219, 0.04720882, 0.11895183, -0.15975347, 0.05919966, 0.13911957, -0.31836364, -0.03371403, -0.11025151, 0.06644516, 0.06229651, -0.20005117, -0.22936821, 0.05637313, 0.04395411, -0.15911865, 0.1899094, 0.19204532, -0.17024934, -0.23054588, -0.38805968, -0.23454891, -0.22979274, -0.00844692, -0.2505557, -0.29348016, -0.24461225, -0.2163762, -0.1055145, 0.03987807, 0.3648415, 0.04590672, 0.1636026, 0.01313918, 0.2833305, 0.02125731, 0.10454036, 0.16962579, 0.14436758, -0.33049682, 0.01986643]"
Paranormal Activity: The Marked Ones,"[-0.254494935, -0.0725609362, 0.160496548, 0.0304891784, -0.0557415336, 0.0883473754, 0.188397244, -0.0808217898, 0.195979699, -0.0647248179, -0.0703329965, -0.0530000031, -0.116630211, -0.0944625884, -0.159062654, 0.0955092236, 0.0694415122, 0.148344383, -0.0028577738, 0.000206568133, -0.171447411, 0.375409931, 0.205937997, -0.221788868, 0.0721387565, -0.13073045, 0.384891421, 0.0448601209, 0.0936433375, -0.00310738548, 0.102065697, 0.0171548631, 0.247505456, -0.171146557, 0.0274104103, -0.416558176, 0.0663208365, -0.0923518017, -0.0817859918, 0.150433764, -0.0839801133, 0.442693144, 0.0846526846, 0.163573414, 0.230323046, -0.106863059, 0.0541015752, 0.0718897134, 0.390520692, -0.122671016, -0.291657239, 0.131725535, -0.131491557, -0.152779847, -0.264562368, -0.065826565, -0.214272946, 0.140921965, -0.0196418725, -0.00338085275, 0.201750174, -0.177714333, -0.0292131975, -0.0651363283, 0.16341193, 0.0267431922, 0.0677970126, -0.156342477, 0.206788123, -0.0147097362, 0.0175622627, 0.00137578684, -0.0694332421, 0.00452130521, -0.221639559, -0.142558023, -0.396701157, -0.473324805, -0.00450775353, -0.238320723, -0.194145098, 0.016292952, -0.274379849, 0.0237768069, 0.0629860014, 0.267854154, 0.270954341, 0.198554531, -0.214277431, 0.298299462, 0.0661384463, 0.0013299064, 0.380257577, 0.298537314, -0.250363052, 0.00817028247]"
Space Dogs,"[0.26417735, -0.13438565, -0.03138652, 0.06668479, 0.11336802, 0.0703224, 0.19595598, -0.03095683, 0.20684567, 0.063829, -0.14649159, 0.03676284, -0.34893098, 0.0574216, -0.16978936, -0.13200116, -0.06196379, 0.21527575, -0.08016464, 0.04049076, -0.2320536, 0.25094745, 0.0503851, -0.30047527, 0.04234006, -0.0516977, 0.32645053, -0.0372944, 0.33705002, 0.1073107, 0.05580053, -0.07593123, 0.2262091, -0.2527481, -0.0508145, -0.21926121, 0.16297743, 0.14883594, -0.16186441, 0.2124152, -0.21316375, 0.22453889, -0.1527446, 0.00617888, 0.19713926, 0.0694396, -0.04444872, 0.32127357, 0.1140699, -0.17833692, -0.5175015, 0.06165619, 0.00398523, -0.23791164, -0.18626617, 0.12804925, -0.02945754, -0.01530793, 0.05082778, -0.20601541, -0.00782561, -0.47958425, -0.06263252, -0.14505053, 0.12627798, -0.10716947, 0.20530576, -0.22958925, 0.15734509, -0.03952323, 0.20652583, 0.19243936, 0.18380342, -0.00343449, -0.26826513, -0.19806737, -0.18640722, -0.2471288, -0.00193613, -0.28152975, -0.2705697, 0.07434388, -0.1081473, -0.19361174, -0.03823974, 0.09114382, 0.1791815, 0.00476926, -0.24541661, 0.25546533, -0.13406393, 0.04591499, 0.6402372, 0.41537502, -0.2392377, 0.10726022]"
Stir Crazy,"[-0.0149944, -0.27332202, -0.04849314, 0.0638361, -0.10720638, 0.32689425, 0.42111188, 0.28208652, 0.10716644, 0.25514916, -0.06417791, -0.09857371, -0.24558055, -0.15852553, -0.00480175, -0.13804296, -0.07228652, 0.12181104, -0.01542894, -0.10997736, -0.21104744, -0.01418132, 0.09759173, -0.37495333, 0.10401858, -0.14304578, 0.23764788, 0.29844385, -0.01023432, 0.15716612, -0.1750792, 0.06704447, 0.28183424, -0.04187853, -0.01326867, -0.2344918, 0.02819245, -0.12335259, -0.18316506, 0.1118637, -0.23348834, 0.07462319, -0.3752636, 0.10232085, 0.04951582, 0.20140736, 0.13098888, 0.1865142, 0.35805613, -0.05989091, -0.24787095, -0.10642523, 0.16072246, -0.21386066, 0.1720775, -0.06640937, -0.16250442, -0.06073932, 0.14975615, -0.08204948, 0.07082703, -0.22321379, -0.14872141, -0.11153102, 0.18839692, 0.04433786, 0.0650042, -0.01665902, 0.03707769, 0.3058291, 0.07117718, 0.10062821, 0.09128105, 0.00438214, -0.19717604, -0.07226039, -0.35924175, -0.1958887, -0.09135193, -0.0168568, -0.28543884, 0.06339639, -0.25932857, -0.00496774, 0.00621897, 0.10042033, -0.06628159, 0.21583141, -0.37959278, 0.3356574, -0.08875122, -0.0914317, 0.48047492, 0.32885185, -0.11994934, 0.05526227]"
Harry and the Hendersons,"[0.04367178, -0.11774082, -0.05437612, -0.11571111, -0.09688514, 0.13051601, 0.35728568, 0.06150804, 0.28207526, 0.2204116, 0.18415296, 0.03571764, -0.15090773, 0.21202336, -0.23494966, -0.14313002, -0.04912702, 0.06839139, -0.12024224, 0.03210551, -0.27414754, 0.19616152, -0.08389393, -0.26687035, 0.10597372, -0.03990073, 0.19748433, 0.17298621, 0.20051098, 0.22955759, 0.1023743, 0.09746438, 0.5344147, -0.2121553, 0.13614398, -0.08948296, -0.04353132, -0.01654875, -0.20083264, 0.0866127, -0.18747088, 0.20180778, 0.14090164, 0.06678702, -0.03420318, -0.05689002, 0.19220701, 0.30840674, 0.25436333, -0.27443597, -0.5224698, 0.27302402, 0.09100752, 0.01893096, 0.0041152, -0.1336906, -0.2709565, 0.15901686, 0.00571119, -0.13339777, 0.4051539, -0.26412034, -0.21187387, -0.10866211, -0.01164685, 0.13676266, 0.06144146, -0.38017523, -0.00749787, 0.20402344, -0.02943636, 0.06797367, -0.05522449, -0.11262513, -0.2459394, -0.01159722, -0.16808134, -0.24044934, 0.02212267, -0.06918793, -0.1744987, -0.16563433, -0.26133758, -0.23875934, 0.01893319, 0.09777428, 0.20658328, -0.08185546, 0.00124514, 0.27789202, -0.01267587, -0.16091928, 0.2797086, 0.159317, -0.25566357, 0.17191917]"
