title,vector
PCU,"[ 0.16413456 -0.32934475 -0.19782446  0.2609335   0.05282692  0.11983414
  0.2770783   0.21400474 -0.10478418  0.0276438   0.08539717  0.13890617
 -0.43150687 -0.35799938 -0.15549703 -0.21449198 -0.1111383   0.19630261
 -0.24012539 -0.06657921 -0.11630344  0.25814143 -0.04934162 -0.1709795
  0.23558025 -0.04470687  0.32318372  0.2711704   0.12314635  0.0936943
 -0.10216573 -0.28325212  0.12216271 -0.03909161  0.01453825 -0.17086533
  0.11599173  0.05957147 -0.06711779  0.10447414 -0.3951298   0.09515599
 -0.08783156  0.3045127   0.09660459 -0.04220488 -0.1450383   0.41565704
  0.08595718 -0.07639238 -0.3811464   0.3970307  -0.04931591 -0.268635
 -0.33892548  0.08679997 -0.00386553  0.09157718  0.07044987 -0.00244878
 -0.07644939 -0.4222187  -0.01949523 -0.10642244  0.04971945 -0.15860054
  0.27160054  0.00263597  0.19044885  0.14307286  0.07055974  0.3236344
  0.14706208 -0.13035068 -0.16305348 -0.3618526  -0.44551536 -0.18662861
 -0.11538786 -0.16637863 -0.06752384 -0.04039219 -0.19870044 -0.25459653
 -0.18259534  0.1301025   0.06982128  0.10013859 -0.3289952   0.48927635
 -0.0929157  -0.05234174  0.7686651   0.28202656 -0.16081603  0.3152501 ]"
Straw Dogs,"[ 0.00813438 -0.31771812 -0.4275461   0.48130566 -0.07222629  0.24341017
  0.45802605 -0.00759914  0.14003474 -0.04887274  0.05847535 -0.23863994
 -0.22568229 -0.3762673  -0.1267516  -0.05387263 -0.01729563  0.01301985
 -0.25302812 -0.12319287 -0.38115254  0.32122284 -0.03423689 -0.18850207
  0.2985649  -0.18088987  0.30514798  0.06927094  0.1739021   0.16495998
  0.06428712 -0.13611147  0.13943638 -0.01813359 -0.03436092 -0.10238409
  0.2566893  -0.12179068 -0.03215447  0.2033305  -0.40626454  0.3322778
 -0.15043253  0.37069765  0.17546469  0.23839644 -0.36797363  0.38707778
  0.02259284  0.41387656 -0.12972218  0.4276877  -0.3339747  -0.49119732
 -0.22712132  0.29178032 -0.45354515  0.21459839 -0.275077    0.18481031
 -0.22206442 -0.41451824 -0.21899721  0.00794501  0.02067151 -0.09935477
  0.1446821  -0.06528208 -0.08603389 -0.08844543 -0.11269241  0.26477325
 -0.2917199  -0.24842946 -0.25620854 -0.5140054  -0.18616804 -0.16719255
  0.15201078 -0.19158131 -0.21421033 -0.02458738 -0.09919111  0.27734932
  0.03934567  0.48363808 -0.07328991  0.5882506  -0.6078465   0.4919777
 -0.12286573  0.04132665  0.85992646  0.31771758 -0.11248484  0.1826165 ]"
Little Miss Sunshine,"[ 0.18831691 -0.06957128  0.01596298  0.15940164  0.08554435  0.2315766
  0.41449422 -0.03341391  0.08315413  0.24117886  0.03998218 -0.23389901
 -0.3899228  -0.2188481  -0.1574352  -0.22164378 -0.120304    0.06317573
 -0.07387745 -0.14920558 -0.21555495 -0.09081954 -0.2832006  -0.22541355
  0.4355906  -0.31929234  0.6756495   0.22886814  0.22866781  0.31077257
 -0.17747484 -0.14538325  0.55786526 -0.14502081  0.11998148  0.10981319
  0.5210422   0.03507376  0.12023903 -0.07627605 -0.3197474   0.28418007
 -0.12199189 -0.15063944  0.06327813  0.14503483 -0.19753401  0.09019765
  0.07863458 -0.06773036 -0.4316141   0.0799458   0.11166151 -0.32130963
 -0.5467164   0.29846042 -0.3808181   0.11452834 -0.07876392 -0.13660766
 -0.20445268 -0.4940135  -0.1512471  -0.46499357 -0.09783884 -0.0641415
  0.31486434 -0.05221618  0.359715    0.23848721  0.2230327   0.21684363
  0.14271167 -0.27048925 -0.1896514  -0.38204354 -0.41492277 -0.32668176
  0.22446264 -0.61966264 -0.03801241  0.23704556 -0.09394579  0.0785431
  0.01649917  0.14142148 -0.12992041  0.0686961  -0.37499133  0.4274866
 -0.1716419   0.21160279  0.53309554  0.4406271  -0.13484693  0.08373179]"
Grimsby,"[ 0.01990369 -0.46535173  0.01195569  0.29336604  0.03756811  0.41526595
  0.15740205  0.12925656  0.12282567  0.18181877 -0.0618364   0.03079561
 -0.39858365 -0.26151326 -0.06691682 -0.07461988  0.08908295  0.19481832
  0.09038083 -0.08902148 -0.3051991   0.0986045  -0.11784958 -0.2983412
  0.10040294 -0.07255623  0.58024937  0.08929992  0.13880932  0.3090085
 -0.3104108  -0.22719619  0.4501821   0.08239673 -0.02604956 -0.32877886
  0.41547403  0.08493523 -0.10880927  0.01968417 -0.20916674  0.21083635
 -0.18247588  0.1328292  -0.01817067  0.16473214 -0.26020512  0.09664925
  0.2215818   0.04347844 -0.36970565  0.20459744 -0.09138978 -0.11491763
 -0.42167228  0.4038049  -0.20268244  0.17844822  0.01148497 -0.29257697
 -0.0581983  -0.5447762  -0.0887268  -0.17084374 -0.06858506 -0.13590737
  0.15008909 -0.01487505  0.10366128  0.2061166   0.04575062  0.32513866
  0.15831165 -0.19923958 -0.16936286 -0.267246   -0.24066868 -0.4288347
  0.04808529 -0.40251213 -0.14855896  0.20344087 -0.11883468  0.05658145
 -0.04963676 -0.11004987  0.24814905 -0.00458502 -0.35771272  0.25982943
 -0.19053839  0.22051622  0.3826932   0.37914288 -0.30989638  0.01383137]"
Payback,"[ 0.0903001  -0.185996   -0.15962812  0.11975396  0.09217136  0.103768
  0.33096334  0.13143943  0.10982221 -0.00153105  0.12640192 -0.13135046
 -0.38036406 -0.0421565  -0.10117464 -0.1802122  -0.08128084  0.14790368
 -0.14240679  0.01801983 -0.16815612  0.17511503  0.09626579 -0.29237366
  0.14041254 -0.09106885  0.1882755   0.12732248  0.05406414 -0.01006725
 -0.03064706  0.03215229  0.17671508 -0.24049433  0.06778232 -0.22516806
  0.10934365 -0.07717048 -0.06402177  0.24390055 -0.26132417  0.15832774
 -0.08573112  0.11803524  0.00911076  0.06934186  0.16152574  0.3914932
  0.0720664  -0.01623021 -0.315752    0.20838007 -0.05875071 -0.1869221
 -0.03401125  0.00848839 -0.21197517 -0.03166555  0.06044619 -0.02919417
  0.13267528 -0.23096436  0.0581996   0.01755817  0.18750069  0.10410854
  0.06699401 -0.09984027  0.0621052   0.16848445 -0.05646519  0.1830179
  0.04701953 -0.13881287 -0.32180032 -0.14229894 -0.3726288  -0.13761368
 -0.08038785 -0.04201647 -0.16787732 -0.16440809 -0.3982184  -0.08040003
 -0.10065042  0.35357732 -0.02813934  0.1875789  -0.27452716  0.26926565
 -0.06079022 -0.11568853  0.5520299   0.27465922 -0.09354125  0.12276849]"
Life of Brian,"[ 0.14144596 -0.1583841  -0.02793407  0.21668735 -0.00784929  0.11433319
  0.30005553  0.07282088  0.15829894  0.10530833  0.05879791  0.01061981
 -0.29656795 -0.11594938 -0.24238683 -0.08251011  0.06830614  0.2596718
 -0.2013779  -0.10780854 -0.25754145  0.16960576  0.03507487 -0.15662894
  0.19273905 -0.06027487  0.51706016  0.13526942  0.3595465   0.22844766
  0.09621096 -0.1155172   0.2799536  -0.17150605 -0.00599484 -0.13745765
  0.12096521  0.03309004 -0.16416901 -0.05483203 -0.29228958  0.3386418
 -0.10172413  0.06284825  0.05208299 -0.00650058 -0.19517104  0.18624426
  0.20560953  0.0852348  -0.5248312   0.44436124 -0.08106316 -0.24229075
 -0.23614019  0.05060682 -0.08705229  0.10160866  0.13841355 -0.10559801
  0.04822005 -0.4545569   0.0458405  -0.07023834  0.00514036 -0.06642179
  0.18383868 -0.01399745  0.09556295  0.05607785 -0.02512434  0.25900733
  0.06413077 -0.16324314 -0.20429344 -0.40166232 -0.42746776 -0.4243269
 -0.09238099 -0.27651846 -0.15180627  0.05075782 -0.17068514 -0.27012694
 -0.22766043  0.2582899   0.185589    0.18362921 -0.14847037  0.26134267
 -0.00535987  0.03822523  0.5692028   0.21494138 -0.1523189  -0.12179253]"
Labor Day,"[-0.05207895 -0.4193063  -0.19611406  0.12966579  0.08392134  0.1673528
  0.3157696   0.35101157 -0.1282347   0.04846623  0.07350305 -0.11984135
 -0.26952878 -0.19872198 -0.05590742 -0.28389516 -0.0592885   0.25877795
 -0.27444673 -0.02913304  0.02917105  0.40580168  0.14898704 -0.32789922
  0.31426492 -0.12792212  0.10186577  0.07292717 -0.0049721   0.1132369
 -0.01972295 -0.14787185  0.31224325  0.02012893 -0.10214166 -0.19241515
  0.2751391  -0.0459508  -0.12364966  0.11221217 -0.374072    0.30615678
 -0.10305472  0.33606085 -0.02971679 -0.04570967 -0.23219638  0.38805223
  0.01642952  0.22567363 -0.31763563  0.35366043 -0.05192138 -0.40719923
 -0.09169601  0.40690377  0.0381376   0.070694    0.05632946 -0.06780225
 -0.0574159  -0.11446873  0.06303611 -0.23009264  0.2682173  -0.1879489
  0.04227735 -0.16240779  0.23076421 -0.13055031  0.03045336  0.32025304
  0.03386961 -0.4129315  -0.23851524 -0.4322944  -0.36817002 -0.29715428
  0.03117735 -0.3298565  -0.08612679 -0.05127589 -0.4046639   0.15356793
 -0.33675486  0.27602908  0.24556446  0.14158526 -0.35295552  0.32992634
  0.07497744 -0.02616801  0.5440661   0.32254875  0.14903316  0.1778387 ]"
The Minus Man,"[ 0.25421113 -0.24078211 -0.18082555  0.07194205 -0.00548672  0.039384
  0.2298532   0.35128093  0.10306865  0.26052     0.05626707  0.17264687
 -0.4227741   0.0230163  -0.1506692  -0.14997838 -0.14590259  0.3371918
 -0.01945281 -0.00989836 -0.39158502  0.02464088  0.07634965 -0.20655073
  0.12196874  0.0137511   0.56341404  0.3274767   0.3301186   0.27540088
  0.02036821 -0.22059019  0.26467714 -0.024899   -0.19693801 -0.08534084
  0.11760636  0.29173714 -0.0101462  -0.27554756 -0.10081014  0.07034577
  0.21561597  0.00382229 -0.09458532  0.02864989  0.00918786  0.36761177
  0.23962878  0.06095481 -0.5026664   0.2803204   0.2485496  -0.10921901
 -0.40480295 -0.03237842  0.02853962 -0.0191006   0.24800995 -0.05095707
 -0.00465345 -0.50299567  0.04626468 -0.09976104 -0.04967367 -0.13979968
  0.11900196 -0.18160184  0.08221523 -0.01445685  0.27425608  0.25431058
  0.23104227 -0.24964623 -0.1482542  -0.38123792 -0.43418017 -0.42465696
 -0.30357867 -0.11955202 -0.07463835  0.24030271 -0.21584535 -0.425842
  0.01807861  0.04149379  0.20965683  0.07011889 -0.3879873   0.32673103
 -0.19042574 -0.17258441  0.64171773 -0.00108105 -0.07027741  0.335181  ]"
Premature Burial,"[ 0.3033323  -0.21166356  0.08065978  0.0055858  -0.03265373 -0.16155146
  0.5595392  -0.08140045  0.09172491 -0.01908417  0.32235748 -0.17766541
 -0.26195836 -0.05420425 -0.21853039 -0.15943038 -0.05795507  0.15959698
  0.08647082  0.12900457 -0.293914    0.0848551  -0.2063752  -0.12442185
  0.46354803 -0.27851948  0.17070325 -0.02960556  0.28280807  0.38046277
  0.05878576  0.14099957  0.48137602 -0.43544865 -0.04571372 -0.12431155
  0.49444336  0.1952882  -0.02215475  0.04223409  0.04809879  0.36382836
 -0.04091795  0.17816287 -0.11044487  0.06521753 -0.13040105  0.5790651
  0.219545   -0.10975833 -0.68452483  0.19822802 -0.16873471 -0.16981232
 -0.36391872  0.26627344 -0.24717069  0.21623796 -0.02623792 -0.32668835
  0.07602762 -0.4802624  -0.19224337  0.1015727  -0.1642296  -0.14827116
  0.12601331 -0.07839032  0.16680838 -0.02440633  0.25856316  0.1477277
  0.00319902 -0.13587216 -0.23668122 -0.59974456 -0.36575577 -0.20789927
  0.11403232 -0.6680851  -0.06660666  0.0819744  -0.53981113 -0.1956294
  0.04043109  0.07007769 -0.02246157  0.29829308 -0.28488126  0.38573664
  0.03062883  0.03746442  0.5863412   0.4874762  -0.38935885  0.15984172]"
Storks,"[ 0.06434282 -0.2995335   0.02546239  0.01076437  0.03438286  0.32988474
  0.28032804  0.06322894  0.07373179  0.05640424  0.05067466  0.00169687
 -0.31285575 -0.11612511 -0.16995075 -0.17335697 -0.10267503 -0.02816992
 -0.2139423  -0.06970218 -0.17339642  0.22731452 -0.01336298 -0.3124726
 -0.03849304 -0.00583012  0.40559036  0.2580014   0.19068217  0.2907813
 -0.11353897 -0.15146661  0.1393453   0.04938145 -0.01364504  0.09324522
  0.13463731 -0.3191703   0.15529601  0.03040805 -0.21167918  0.20770644
 -0.17727815  0.02881712  0.1768903  -0.10495622  0.04878775  0.06895486
  0.06227075  0.10277517 -0.3049222   0.26663765 -0.00983963 -0.17770858
 -0.13620767  0.17487079  0.09499887  0.27915463  0.07170061  0.06856815
  0.0595444  -0.24844962 -0.14232384 -0.15016596  0.12337667 -0.14068237
  0.26946285 -0.23265707  0.33848026 -0.06401598  0.09838992  0.21909714
  0.0141035  -0.02865712 -0.02387396 -0.2096036  -0.14517115 -0.26096576
  0.05681921 -0.2915137  -0.29523483 -0.0695473  -0.07861178  0.03670879
 -0.04554978  0.23009309 -0.0732866  -0.07437917 -0.2070961   0.31567952
  0.15889798  0.06620727  0.42150334  0.22963911 -0.2586603   0.06943284]"
The Grey,"[ 0.1179898   0.13197887 -0.09517929 -0.13077338  0.12638716 -0.17950818
  0.67427605 -0.02711692  0.48033112  0.22326744 -0.11411975 -0.23217319
 -0.17105037  0.19565196 -0.1193063  -0.32216495 -0.3342015   0.14082094
  0.0279433   0.12462665  0.18985853 -0.16795027 -0.06279689 -0.3677695
  0.34486514 -0.11960942  0.58034086  0.20697482  0.25877905  0.21958083
 -0.2510384   0.22361565  0.3542425  -0.16773695  0.10263467 -0.07408555
  0.2748891   0.31892112 -0.07600452 -0.09967405  0.03752315  0.299229
 -0.27454314  0.18333462 -0.05640011  0.14643782  0.28961232  0.13422492
  0.1625723  -0.46525797 -0.39730096 -0.4119421   0.3317478  -0.3196392
 -0.35971084 -0.01807789 -0.29338756  0.03235399  0.0233115  -0.20216425
  0.20234868 -0.2226862  -0.15552156  0.03849277  0.20859012 -0.07682069
  0.2936519  -0.2280739   0.13954407  0.20534933  0.01449063 -0.04283158
  0.16873014  0.05391647 -0.2530974  -0.3191532  -0.08091788 -0.07892846
 -0.02594633 -0.28855276 -0.29279855  0.07163402 -0.321058   -0.26864544
  0.18196759  0.05783255 -0.16528332  0.01864646 -0.22931728  0.1958006
 -0.31469664  0.12454083  0.4461372   0.40622446 -0.292593   -0.05141219]"
Legion,"[ 0.15740223 -0.24577829  0.04678344  0.00677155  0.10642729  0.21446146
  0.14698863  0.11993951  0.26166072  0.04320305  0.05219671 -0.19307052
 -0.15474887 -0.14172615 -0.27518126 -0.36149812  0.08897865  0.27615106
  0.09988968  0.04601053 -0.19187814 -0.04699358 -0.18593812 -0.36479554
  0.12546517 -0.19321734  0.6698758   0.13203649  0.20099424  0.10000879
 -0.16686037 -0.10318575  0.33252156 -0.13199563  0.0878698  -0.16557993
  0.34258014  0.28379062 -0.04331782 -0.21095346 -0.14197965  0.34450352
  0.08050221 -0.15070437 -0.00327999 -0.01158175  0.11290213  0.19591083
  0.19765091 -0.32964185 -0.3600688   0.04625143  0.24652651 -0.08575026
 -0.41767085 -0.03269715 -0.15030187 -0.08265305  0.19084136 -0.2664632
  0.03544047 -0.5227921  -0.14992708  0.02067599  0.00387919  0.11791473
  0.42957664 -0.10058577  0.02600752  0.44187942  0.12714407  0.228637
  0.29300433 -0.17910366 -0.09860024 -0.14546621 -0.29949045 -0.20696011
 -0.01992279 -0.41068113  0.01112078  0.21815681 -0.16054635 -0.24732836
  0.165058    0.00687071  0.02948793  0.07767583 -0.35422286  0.41413316
 -0.19651775  0.07942042  0.34914082  0.2249237  -0.12481362  0.10316152]"
Mutant Chronicles,"[ 0.26953667 -0.10255645 -0.01594508  0.1924386   0.10559756 -0.03178419
  0.37302622 -0.01108231  0.17642179  0.0516811  -0.01496094 -0.03490843
 -0.20247014 -0.0048975  -0.03840347  0.08906772 -0.06415318  0.20074214
 -0.1115104   0.07536068 -0.20711836  0.15950614  0.03464678 -0.39091688
  0.09275291 -0.2035451   0.28594372  0.17159972  0.1813131   0.20019099
 -0.08194588  0.10031669  0.2700427  -0.22486582  0.15575175  0.05193467
 -0.05931037 -0.14321049  0.03944985  0.19985682 -0.12235911  0.12834291
 -0.11335223  0.04048929  0.29819137  0.16407052 -0.12014928  0.20737262
  0.19054058 -0.05400547 -0.1645908   0.07711171 -0.15060611 -0.25380194
 -0.21197373  0.04235585 -0.06355892 -0.14430186 -0.06892266  0.0184678
  0.18201943 -0.36647233  0.03515678 -0.00458065  0.2203068  -0.07396381
  0.18209255 -0.34099892  0.37825418  0.12083012 -0.12708072  0.16376556
 -0.14232424 -0.14192131 -0.12536046 -0.30760956 -0.03902878 -0.43547684
  0.04582831  0.00416315 -0.13453248 -0.05432224 -0.23548983 -0.24147235
  0.00704645  0.15092708  0.2022459   0.08957046 -0.26761723  0.28854656
 -0.17433015 -0.03909091  0.26635405  0.37161574 -0.24038056 -0.07327695]"
Bandits,"[-4.36048545e-02 -9.59742963e-02 -2.24702597e-01 -4.64889640e-03
  1.59123927e-01 -2.59788409e-02  4.95488197e-01  2.98153535e-02
  1.84830964e-01  2.41272777e-01  3.79596204e-01  1.89378355e-02
 -2.69535989e-01 -9.35345143e-02 -5.42699099e-01  8.08211491e-02
 -5.03098778e-02  3.93463790e-01 -1.54534489e-01 -8.02350715e-02
  4.11832556e-02  1.70847416e-01 -3.80047746e-02 -3.08834761e-01
  4.51899886e-01 -3.19870442e-01  2.42971182e-01  8.84048417e-02
  3.28718461e-02  2.16844641e-02 -5.56216873e-02 -3.80767211e-02
  2.15562046e-01 -5.57048246e-02 -3.92825268e-02 -1.30071282e-01
 -3.88972282e-01  2.45877802e-02 -1.58579528e-01  3.32397670e-01
  6.20455928e-02  3.47076416e-01 -2.24503338e-01  2.56072253e-01
  1.61980882e-01 -6.24077544e-02  1.70411959e-01  5.94657123e-01
  4.72549081e-01 -4.57807422e-01 -4.10418212e-01 -3.09711397e-01
  1.00272693e-01 -2.84483254e-01  9.57634300e-02 -1.54763594e-01
 -2.41364432e-05 -1.90926999e-01 -1.41354010e-01 -3.63255203e-01
 -1.01953678e-01 -1.34966776e-01 -2.44776085e-02  8.80939290e-02
  1.59875244e-01 -5.67950346e-02  5.97045990e-04 -3.65693271e-01
  8.38789269e-02  2.79797316e-01  2.16911793e-01  4.15389277e-02
  3.03155154e-01 -4.14718658e-01  1.21830612e-01 -6.77381307e-02
 -2.08112642e-01 -4.02587950e-01 -1.17581315e-01 -3.40545982e-01
  2.06346773e-02 -3.40674669e-01 -1.52504832e-01 -5.42353578e-02
  2.18735799e-01 -2.23914292e-02 -1.21756434e-01 -2.87445217e-01
 -3.24940473e-01  2.72762269e-01 -2.76934564e-01  9.35436785e-02
  4.01457787e-01  6.06784761e-01 -2.29950726e-01  3.49273533e-01]"
Daddy's Little Girls,"[-0.03802937 -0.10014615  0.02266419  0.19897667 -0.02732186  0.26698524
  0.13814697  0.13431     0.16359302  0.0773254   0.03252757 -0.18910603
 -0.19148088  0.09306109 -0.21530525 -0.16562796  0.09552974  0.18815385
 -0.0904064  -0.00124245 -0.2864721   0.25475758 -0.06804828 -0.2221635
  0.15814249 -0.09487251  0.49210268  0.1309767   0.03964347  0.14045873
 -0.03885751 -0.07262126  0.43515092 -0.16194025  0.12788472 -0.23410827
  0.20417479 -0.04358104 -0.16831958  0.11711252 -0.27653173  0.1098313
 -0.08191682 -0.00176655  0.00936047 -0.00822075 -0.05816418  0.16286285
  0.24352954 -0.09267799 -0.27337813  0.08328453 -0.1703871  -0.16375506
 -0.15095244  0.02394505 -0.07917176  0.10414562 -0.0235871  -0.04659048
  0.10361162 -0.3988782  -0.23185967 -0.2933487   0.04095078 -0.00124285
  0.24583976 -0.16053437  0.27641562  0.07021733  0.06967012  0.24320449
  0.0800949   0.04015685 -0.2240955  -0.12681954 -0.26309407 -0.22648792
 -0.11946408 -0.16664536 -0.16460767  0.02145156 -0.34277728 -0.1397179
  0.04885324  0.10566448  0.04692983  0.17569362 -0.19293357  0.40499955
 -0.00886987  0.0495657   0.43560082  0.24759269 -0.21187706  0.07071175]"
Petersburg: Only for Love,"[ 0.12104925 -0.16174336 -0.26077175  0.12606697  0.09260753  0.5158827
  0.26221824  0.2622651   0.3899413   0.07323788  0.0133163  -0.42468995
 -0.41381657  0.1028851  -0.17380342 -0.2970422  -0.14322552  0.14165221
 -0.14233404 -0.02399282 -0.2669548   0.10724483  0.17658596 -0.3202463
  0.33882615 -0.09616008  0.51703006  0.19134408  0.44422668  0.04456364
 -0.09482814 -0.18363982  0.35677195 -0.15408275  0.06057047  0.16571173
  0.28942353  0.15273848 -0.09711438  0.02117522 -0.16413786  0.14934504
 -0.4835199   0.08795895 -0.0422958   0.25356874 -0.08776671  0.15900369
  0.37448567  0.15134086 -0.08518103 -0.14263308  0.00101704 -0.1107695
  0.00615632 -0.09130335 -0.2563792   0.00331452  0.03015449 -0.08862191
 -0.197835   -0.49965253 -0.07329986 -0.11836664  0.1627579  -0.14394067
  0.02468397 -0.11261859  0.04760042  0.03161685 -0.03182985  0.0901898
  0.25658777 -0.08748479 -0.22934496 -0.26144594 -0.36147496 -0.0605607
  0.07583205 -0.32228813 -0.19803132 -0.11110865 -0.3634226  -0.1496196
  0.08604766  0.26831844  0.01817214  0.29731554 -0.45841128  0.4752743
 -0.09637517  0.05832544  0.46722764  0.23329258 -0.19641499  0.11733764]"
A Man Who Was Superman,"[ 0.0019512  -0.11973324  0.06470345 -0.04925387  0.01547364 -0.07724677
  0.26981476  0.00871951  0.15409178  0.19206639  0.0564     -0.11058055
 -0.3006541   0.05740669 -0.17678463 -0.04255299 -0.08779091  0.05680057
  0.1423704   0.06350178 -0.24693948  0.22692025 -0.06271131 -0.26364106
  0.09685022 -0.16905607  0.40162534  0.0807368   0.18451983  0.22291142
  0.08067317  0.01638145  0.3018145  -0.24662462  0.04149225 -0.03665677
  0.15328532  0.06489785 -0.22670059  0.02992256 -0.23974814  0.21186782
 -0.13951477  0.11887278  0.08390368 -0.05344733  0.00168258  0.28191188
  0.41240218 -0.2416403  -0.4583429   0.09827817 -0.02464617 -0.19852918
 -0.18325278  0.04675144 -0.10029818 -0.00220864  0.01975505 -0.31842723
  0.09414077 -0.40900958 -0.01516562 -0.00754823  0.03363933 -0.01155951
  0.21288927 -0.12982008  0.10405221  0.26615748  0.22443236  0.10380399
  0.01452583  0.0421166  -0.21569341 -0.23727968 -0.15769707 -0.24325222
 -0.00598757 -0.30831504 -0.15913475  0.09770777 -0.35905245 -0.19714962
  0.14394851  0.04732798  0.27428377  0.11827058 -0.32471806  0.21597993
 -0.03602654 -0.11152651  0.4327428   0.35517266 -0.31279564  0.00476055]"
A Shot in the Dark,"[ 0.45105788 -0.38488084 -0.08889514  0.22247876  0.1788696   0.11509562
  0.10564844  0.26988345  0.12350485  0.07313085  0.10428359  0.1071506
 -0.68942314 -0.20687518 -0.09187851 -0.30431426 -0.12200718  0.2550503
 -0.24907444 -0.11140998 -0.38186517  0.11423535  0.13812968 -0.24027278
  0.17311399 -0.2502848   0.54037166  0.11481042  0.26123753  0.22453313
 -0.12746486 -0.22895573  0.11116552  0.05975873 -0.17249775 -0.04875476
  0.28976458  0.2450297   0.00915889 -0.03393161 -0.43629622  0.24699901
 -0.22756003  0.24096575 -0.06094395  0.2999138  -0.27667603  0.09061575
 -0.05717608  0.07665075 -0.20725717  0.22526486 -0.06330256 -0.31802154
 -0.49800587  0.2458454  -0.08959483  0.01774663  0.23910151 -0.03295444
 -0.29710856 -0.45939368 -0.10488248 -0.23323074 -0.14035253 -0.12218846
  0.24464783 -0.02637533  0.2036907   0.04493597  0.17465575  0.2689945
  0.08837581 -0.13374367 -0.12213583 -0.24125433 -0.48493245 -0.34080556
 -0.00846045 -0.15876049 -0.15142898  0.07273711 -0.00304508 -0.0789104
 -0.0111368   0.1454542   0.04162066  0.19579075 -0.55366534  0.45296586
  0.01214173  0.0352911   0.7479596   0.28827274 -0.09670199  0.33273277]"
